4	0	0	1	0	0	
3.5	0	0.866025	0.535377	-0.052165	0.843001	
2.5	0	0.866025	-0.450641	-0.0345	0.892038	
2	0	0	-1	0	0	
2.5	0	-0.866025	-0.450641	0.0345	-0.892038	
3.5	0	-0.866025	0.535377	0.052165	-0.843001	
3.464102	2	0	0.866025	0.5	0	
3.031089	1.75	0.866025	0.489733	0.222512	0.843001	
2.165063	1.25	0.866025	-0.373017	-0.255198	0.892038	
1.732051	1	0	-0.866025	-0.5	0	
2.165063	1.25	-0.866025	-0.407517	-0.195443	-0.892038	
3.031089	1.75	-0.866025	0.437568	0.312865	-0.843001	
2	3.464102	0	0.5	0.866025	0	
1.75	3.031089	0.866025	0.312865	0.437568	0.843001	
1.25	2.165064	0.866025	-0.195443	-0.407517	0.892038	
1	1.732051	0	-0.5	-0.866025	0	
1.25	2.165064	-0.866025	-0.255198	-0.373017	-0.892038	
1.75	3.031089	-0.866025	0.222512	0.489733	-0.843001	
0	4	0	0	1	0	
0	3.5	0.866025	0.052165	0.535377	0.843001	 
0	2.5	0.866025	0.0345	-0.450641	0.892038	 
0	2	0	0	-1	0	 
0	2.5	-0.866025	-0.0345	-0.450641	-0.892038	 
0	3.5	-0.866025	-0.052165	0.535377	-0.843001	 
-2	3.464102	0	-0.5	0.866025	0	 
-1.75	3.031089	0.866025	-0.222512	0.489733	0.843001	 
-1.25	2.165063	0.866025	0.255198	-0.373017	0.892038	
-1	1.732051	0	0.5	-0.866025	0	
-1.25	2.165063	-0.866025	0.195443	-0.407517	-0.892038	
-1.75	3.031089	-0.866025	-0.312865	0.437568	-0.843001	
-3.464102	2	0	-0.866025	0.5	0	
-3.031089	1.75	0.866025	-0.437568	0.312865	0.843001	 
-2.165063	1.25	0.866025	0.407517	-0.195443	0.892038	
-1.732051	1	0	0.866025	-0.5	0	
-2.165063	1.25	-0.866025	0.373017	-0.255198	-0.892038	
-3.031089	1.75	-0.866025	-0.489733	0.222512	-0.843001	
-4	0	0	-1	0	0	
-3.5	0	0.866025	-0.535377	0.052165	0.843001	
-2.5	0	0.866025	0.450641	0.0345	0.892038	
-2	0	0	1	0	0	
-2.5	0	-0.866025	0.450641	-0.0345	-0.892038	
-3.5	0	-0.866025	-0.535377	-0.052165	-0.843001	
-3.464101	-2.000001	0	-0.866025	-0.5	0	
-3.031088	-1.750001	0.866025	-0.489733	-0.222512	0.843001	
-2.165063	-1.25	0.866025	0.373017	0.255198	0.892038	
-1.732051	-1	0	0.866025	0.5	0	
-2.165063	-1.25	-0.866025	0.407517	0.195443	-0.892038	
-3.031088	-1.750001	-0.866025	-0.437568	-0.312865	-0.843001	
-2	-3.464102	0	-0.5	-0.866025	0	
-1.75	-3.031089	0.866025	-0.312865	-0.437568	0.843001	
-1.25	-2.165064	0.866025	0.195443	0.407517	0.892038	
-1	-1.732051	0	0.5	0.866025	0	
-1.25	-2.165064	-0.866025	0.255198	0.373017	-0.892038	
-1.75	-3.031089	-0.866025	-0.222512	-0.489733	-0.843001	
0	-4	0	0	-1	0	
0	-3.5	0.866025	-0.052165	-0.535377	0.843001	
0	-2.5	0.866025	-0.0345	0.450641	0.892038	
0	-2	0	0	1	0	
0	-2.5	-0.866025	0.0345	0.450641	-0.892038	
0	-3.5	-0.866025	0.052165	-0.535377	-0.843001	 
2	-3.464102	0	0.5	-0.866025	0	
1.75	-3.031089	0.866025	0.222512	-0.489733	0.843001	
1.25	-2.165064	0.866025	-0.255198	0.373017	0.892038	
1	-1.732051	0	-0.5	0.866025	0	
1.25	-2.165064	-0.866025	-0.195443	0.407517	-0.892038	
1.75	-3.031089	-0.866025	0.312865	-0.437568	-0.843001	
3.464102	-1.999999	0	0.866025	-0.5	0	
3.03109	-1.749999	0.866025	0.437568	-0.312865	0.843001	
2.165064	-1.249999	0.866025	-0.407517	0.195443	0.892038	
1.732051	-1	0	-0.866025	0.5	0	
2.165064	-1.249999	-0.866025	-0.373017	0.255198	-0.892038	
3.03109	-1.749999	-0.866025	0.489733	-0.222512	-0.843001	
